penetration_level,dispatch_error_mean,dispatch_error_std,extreme_miss_mean
0.3,0.41154025228468216,0.013,0.14
0.5,0.39254025228468215,0.011,0.06
0.7,0.41154025228468216,0.013,0.13999999999999999
