case_name,method,selected_count,objective_mape_pct,worst_objective_error_pct,line_loading_mae_pct,voltage_min_mae_pu,selection_time_s,reduced_opf_time_s,full_opf_time_s,time_saving_ratio,scenario_retention_ratio,sample_id,sample_seed
case30,kmeans_feature,4,1.2284068564578172,3.2655836208142324,0.9855387260396758,0.0008165555087160042,0.47455660000014177,0.6484513999985211,2.8849471999983507,4.4489798310327195,0.2222222222222222,1,2026
case30,forward_feature,4,1.2997162402204938,4.003601083557895,0.7116173893759618,0.0011091056863225843,0.0006671999999525724,0.6218934999997145,2.8849471999983507,4.638973071755332,0.2222222222222222,1,2026
case30,opf_sensitivity,4,1.0324416721778487,4.003601083557895,1.0268254220249535,0.001137743661048586,0.4168826999994053,0.6331686000012269,2.8849471999983507,4.556364923959843,0.2222222222222222,1,2026
case30,opf_kkt_active_set,4,2.162378755928792,4.309863353450278,1.9604178825683134,0.0024972182936256284,0.0021648000001732726,0.670511100001022,2.8849471999983507,4.302609158884847,0.2222222222222222,1,2026
case30,kmeans_feature,8,0.33603730885723815,1.6967351317866772,0.23352576741997588,0.0004496742350422251,0.4201355000004696,1.3046958999984781,2.8849471999983507,2.2112027791316855,0.4444444444444444,1,2026
case30,forward_feature,8,0.36858748701906313,1.1161649818373824,0.2533780319155525,0.0004542211945080347,0.0007339000003412366,1.278934100000697,2.8849471999983507,2.255743435097069,0.4444444444444444,1,2026
case30,opf_sensitivity,8,0.5008444306815194,2.733846957955912,0.5023692313461147,0.00010170375658312568,0.43357099999957427,1.28237369999988,2.8849471999983507,2.249693049692629,0.4444444444444444,1,2026
case30,opf_kkt_active_set,8,1.237127631003267,3.552793100512277,1.1746838756806914,0.0007700144913056236,0.001945599999089609,1.3044093000007706,2.8849471999983507,2.2116886164462692,0.4444444444444444,1,2026
case30,kmeans_feature,12,0.2435619397279101,1.2713256045222565,0.10083144739263854,0.0004356631496046494,0.4065544000004593,1.9110723000012513,2.8849471999983507,1.50959605243426,0.6666666666666666,1,2026
case30,forward_feature,12,0.29649646408278013,1.2713256045222565,0.1181126116989309,0.00043622574751842367,0.0007545000007667113,1.8972443000020576,2.8849471999983507,1.5205986914785945,0.6666666666666666,1,2026
case30,opf_sensitivity,12,0.16103598469043975,1.2553658174545366,0.16468853193337119,3.448618952860293e-05,0.4448015999987547,1.9424195999981748,2.8849471999983507,1.485233777501556,0.6666666666666666,1,2026
case30,opf_kkt_active_set,12,0.2550361981648237,1.1161649818373824,0.2282512090904392,1.403498470295725e-05,0.0027089000013802433,1.927016999999978,2.8849471999983507,1.4971052149505601,0.6666666666666666,1,2026
case118,kmeans_feature,4,1.4418504364988831,3.920952442991062,0.009448390102873757,0.0002734664766461546,0.38912379999965196,1.6057884999991074,7.255835599995407,4.518549983387875,0.2222222222222222,1,2026
case118,forward_feature,4,1.347854790747448,4.681268800456567,0.009536223874589793,0.00031530893054042427,0.0008113999992929166,1.6128226000018913,7.255835599995407,4.49884296015377,0.2222222222222222,1,2026
case118,opf_sensitivity,4,1.5394831514242617,4.8663077971192275,0.009255350251273727,0.0004562595889406514,0.42244860000027984,1.641825400001835,7.255835599995407,4.419371024462953,0.2222222222222222,1,2026
case118,opf_kkt_active_set,4,2.9422189362159092,5.823516594529939,0.0151551029903504,0.0011306763604787735,0.0014535999998770421,1.6531893999999738,7.255835599995407,4.388992332031359,0.2222222222222222,1,2026
case118,kmeans_feature,8,0.3557214142674445,2.0698463486140875,0.002522649692026214,0.00012385362066054859,0.4051713999997446,3.23450519999642,7.255835599995407,2.2432598346119335,0.4444444444444444,1,2026
case118,forward_feature,8,0.34404622919928324,1.0624590995067913,0.0026815106990219187,0.00012796868176935384,0.0010962999986077193,3.240046799999618,7.255835599995407,2.2394230848752747,0.4444444444444444,1,2026
case118,opf_sensitivity,8,0.5885699068311583,2.8012902284822925,0.004258343468692842,0.00023521804007787929,0.42869429999882414,3.2626647999986744,7.255835599995407,2.2238985751764493,0.4444444444444444,1,2026
case118,opf_kkt_active_set,8,1.5469678494619445,4.800328007307407,0.009687759833944012,0.0003140414596741994,0.0013681000000360655,3.25873810000121,7.255835599995407,2.2265783187647736,0.4444444444444444,1,2026
case118,kmeans_feature,12,0.23213326253577668,1.3858215316875526,0.0018719790502491741,4.609298518069386e-05,0.4285851000004186,4.8230013999964285,7.255835599995407,1.5044232829790969,0.6666666666666666,1,2026
case118,forward_feature,12,0.26978976311629166,1.3858215316875526,0.002209997120946482,4.579861226523047e-05,0.001407699999617762,4.842289999998684,7.255835599995407,1.4984306185704241,0.6666666666666666,1,2026
case118,opf_sensitivity,12,0.24589193211509988,1.366879027808067,0.001669673834833802,0.00013333301545644569,0.40960070000073756,4.848843699997815,7.255835599995407,1.4964053388643312,0.6666666666666666,1,2026
case118,opf_kkt_active_set,12,0.367528857866348,1.937926931184963,0.0027211138343009467,0.0001098311431564235,0.0017264999987673946,4.845409999998083,7.255835599995407,1.4974657665704818,0.6666666666666666,1,2026
