case_name,method,selected_count,objective_mape_pct,worst_objective_error_pct,line_loading_mae_pct,voltage_min_mae_pu,selection_time_s,reduced_opf_time_s,full_opf_time_s,time_saving_ratio,scenario_retention_ratio,sample_id,sample_seed
case30,kmeans_feature,4,0.6767363767850862,1.9198290252746049,0.6432537458639452,0.00014711138946657234,0.4938971000010497,0.6266828999996505,2.9280005999953573,4.672220352585,0.2222222222222222,2,2027
case30,forward_feature,4,0.8845948330722336,2.5326578363562993,0.8397244473003672,0.0002476855427476036,0.0007316000010177959,0.6438416999990295,2.9280005999953573,4.5477026418136175,0.2222222222222222,2,2027
case30,opf_sensitivity,4,0.8714093702538656,2.5326578363562993,0.9088981732877693,0.00016224041784952526,0.38245569999889995,0.6199572999994416,2.9280005999953573,4.722906884067652,0.2222222222222222,2,2027
case30,opf_kkt_active_set,4,2.037324964713439,4.402682241249739,1.8379823087869758,0.00047289762624016764,0.0017815999999584164,0.6505365999983042,2.9280005999953573,4.500900641106112,0.2222222222222222,2,2027
case30,kmeans_feature,8,0.4036286207762718,1.2453689700900645,0.29025721608535565,9.849394389913367e-05,0.3971486000009463,1.2972929999978078,2.9280005999953573,2.2570079388390325,0.4444444444444444,2,2027
case30,forward_feature,8,0.45759395323652424,1.8836658613296104,0.4259691033406096,0.00011223452746050238,0.001922299999932875,1.2944211999983963,2.9280005999953573,2.262015331639334,0.4444444444444444,2,2027
case30,opf_sensitivity,8,0.38219974646246646,1.9198290252746049,0.29959854195685803,0.00011515633005872623,0.3808774999997695,1.2811715000007098,2.9280005999953573,2.2854087840650026,0.4444444444444444,2,2027
case30,opf_kkt_active_set,8,0.8494859024455559,2.365634378030144,0.672086999248785,0.0002093573280724422,0.0020767999994859565,1.2987389999980223,2.9280005999953573,2.2544950140096014,0.4444444444444444,2,2027
case30,kmeans_feature,12,0.295145692918899,1.2453689700900645,0.19046860635391502,5.127782568963784e-05,0.4022506000001158,1.9380016999966756,2.9280005999953573,1.510834897616643,0.6666666666666666,2,2027
case30,forward_feature,12,0.35805478425345405,1.6802396217841506,0.16657838752742293,5.8882595971075804e-05,0.0008647999984532362,1.9395469999981287,2.9280005999953573,1.5096311664518478,0.6666666666666666,2,2027
case30,opf_sensitivity,12,0.26251773325742706,1.652474097262231,0.17480958358636892,5.092994514245398e-05,0.381260399999519,1.9713676999963354,2.9280005999953573,1.4852635558555618,0.6666666666666666,2,2027
case30,opf_kkt_active_set,12,0.37459833887612176,1.849400838970269,0.31131198098897056,0.00011489657127592177,0.00167429999964952,1.940723199997592,2.9280005999953573,1.5087162352668275,0.6666666666666666,2,2027
case118,kmeans_feature,4,0.8386562465270737,2.1088969449008803,0.0053029622278131,0.00044659654474336435,0.39510730000074545,1.5627005999976973,7.075078600000779,4.527469049420731,0.2222222222222222,2,2027
case118,forward_feature,4,1.0460545776972916,2.7538943084219976,0.00739780296451621,0.0003794005616650899,0.000636500000837259,1.599146100001235,7.075078600000779,4.42428531076386,0.2222222222222222,2,2027
case118,opf_sensitivity,4,2.4977190995782497,4.452213937048291,0.01830361018661882,0.0004840944743254274,0.38933929999984684,1.5399049000025116,7.075078600000779,4.594490607822106,0.2222222222222222,2,2027
case118,opf_kkt_active_set,4,2.3305119042304234,5.164598808058136,0.017355014880539945,0.0005385140117849642,0.0014515999991999706,1.575223100000585,7.075078600000779,4.491477175517647,0.2222222222222222,2,2027
case118,kmeans_feature,8,0.42555258790905465,1.5002246189086248,0.003245937521549743,8.893997721668188e-05,0.402871000000232,3.1537296999995306,7.075078600000779,2.2434004410719894,0.4444444444444444,2,2027
case118,forward_feature,8,0.5023478941511038,1.9614585573453165,0.003853285633168804,0.00019463358227388305,0.001083499999367632,3.180047799998647,7.075078600000779,2.2248340418039594,0.4444444444444444,2,2027
case118,opf_sensitivity,8,0.4431203640719572,1.4780505408154003,0.0031900573231568646,0.0001747270318483861,0.42852599999969243,3.1802676000024803,7.075078600000779,2.2246802753313153,0.4444444444444444,2,2027
case118,opf_kkt_active_set,8,1.091404058069434,3.163326314886207,0.007669125728333646,0.0002803430119442396,0.0013765999992756406,3.142826999997851,7.075078600000779,2.251182963620211,0.4444444444444444,2,2027
case118,kmeans_feature,12,0.3253696000365449,1.5002246189086248,0.0025145272477067574,0.00011572688622420014,0.43181900000126916,4.733023699998739,7.075078600000779,1.494832700711527,0.6666666666666666,2,2027
case118,forward_feature,12,0.3645476466895358,1.6427839209653663,0.0028472073703123733,0.00014370539991837017,0.0007220999996206956,4.708840399998735,7.075078600000779,1.5025097474109932,0.6666666666666666,2,2027
case118,opf_sensitivity,12,0.23126788119389602,1.2934992374248824,0.0016594071078485958,8.5290178343072e-05,0.4146344000000681,4.757627400000274,7.075078600000779,1.487102289683377,0.6666666666666666,2,2027
case118,opf_kkt_active_set,12,0.2892332331182525,1.3489455645920458,0.001971493893753667,0.00015378086556409412,0.0013634000006277347,4.672496899998805,7.075078600000779,1.5141965316237211,0.6666666666666666,2,2027
