mean_power,std_power,peak_power,ramp_max,smoothness,complementarity,wind_mean,pv_mean,wind_peak,pv_peak,wind_std,pv_std,low_output_rate,power_deficit,risk_score,scenario_index,wind_label,pv_label,stratify_tag,subset,risk_weight_1,risk_weight_2,risk_weight_3,risk_weight_4,risk_bin,opf_tag,load_scale,reactive_scale,renewable_scale,scenario_stress,sample_id,sample_seed
0.1612419003185708,0.1486807033273983,0.4862297806712288,0.3089409147885016,0.0297708386593527,-0.3528644822970895,0.2014017708504037,0.121082029786738,0.8506657442571516,0.5390354417053833,0.1864048365905958,0.175063467546003,0.53125,0.8387580996814291,4.063370362851285,14,1,1,1_1,val,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,3,1_1_3,0.9808713581308371,0.858068505690711,0.3014121983131732,0.3549353018619516,20,2045
0.2143706270528214,0.1399619299908037,0.4572891285841431,0.4264384024313595,0.1719318661363473,-0.0275843442862043,0.4262236279107416,0.0025176261949013,0.9145782571682864,0.0216108721133907,0.2797207053634111,0.0054457624135449,0.2604166666666667,0.7856293729471785,5.80318153765182,61,2,2,2_2,train,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,3,2_2_3,0.9886030382689786,0.8817393605025192,0.3453409210249526,0.41553064841691095,20,2045
0.270316274577221,0.1484711168127898,0.5092844426370798,0.4525043886676165,0.0446149826683551,0.6606800112725327,0.4427662190327894,0.0978663301216525,0.9979132486995697,0.451546825821916,0.3715208277232021,0.143496581573828,0.125,0.729683725422779,5.949444208391561,66,2,1,2_1,val,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,3,2_1_3,1.0049916991791523,0.8606943425791176,0.41361872131824734,0.40634466104775757,20,2045
0.141667242491245,0.1026059965552349,0.3773327757952994,0.1402571826086378,0.0168253190988422,-0.2772101004673714,0.1713583919344733,0.1119760930480166,0.7546655515905988,0.439056311499201,0.1210673111911121,0.1354981225356107,0.4375,0.858332757508755,3.04885119372363,78,1,0,1_0,train,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,1,1_0_1,0.966066726077779,0.8456018766799432,0.2799482139206089,0.2639988740270011,20,2045
0.1178409275055682,0.0801435602901396,0.3258949015605883,0.1722808311152218,0.0247228030739053,0.5529896675020478,0.116905348438699,0.1187765065724374,0.4525336535407296,0.6433255925108556,0.1177293482433665,0.1918713146999975,0.4895833333333333,0.8821590724944318,3.5192032204660406,81,0,0,0_0,val,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,2,0_0_2,0.9561576756571725,0.8420816878171337,0.25561062453809036,0.28107322242191574,20,2045
0.1374114116765279,0.0849777997396558,0.313240849158247,0.1883731418348672,0.0758641588561335,0.2318297667287844,0.1871060067558072,0.0877168165972485,0.4918682238382394,0.441520436380113,0.1435133502722207,0.1302024019716988,0.3958333333333333,0.8625885883234721,3.623688291101947,96,0,1,0_1,test,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,2,0_1_2,0.9588063672511303,0.8523506645368283,0.2730536639200791,0.29128626441567257,20,2045
0.3105982118308447,0.1464963195432914,0.4956499786643108,0.1818425340974595,0.0302073631244877,0.0401307346658902,0.605239683141437,0.0159567405202524,0.9912999573286216,0.0729609375398729,0.2929967196484845,0.0234142227256733,0.15625,0.6894017881691552,3.838200232157301,98,2,2,2_2,test,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,2,2_2_2,1.0116846402326,0.8576665156619319,0.4477237964744122,0.26112162490366786,20,2045
0.0843069007681666,0.0634338859557106,0.2351334621822383,0.0578413514905289,0.0140971536695226,0.5056275107937996,0.0688040297476772,0.099809771788656,0.3183610629020554,0.4590198447785667,0.08445374764552,0.1465600635837479,0.6041666666666666,0.9156930992318334,2.9443312635884,104,0,1,0_1,train,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,0,0_1_0,0.9403747263718573,0.8364929425707703,0.2185032229854405,0.22615578814972553,20,2045
0.0897028589245007,0.1283390977884776,0.3763257921060563,0.092646583460931,0.0116547580342736,-0.7901411154456528,0.0659186419330892,0.1134870759159123,0.3180604185097921,0.5943168863727775,0.0861908843704796,0.1830799218632018,0.7083333333333334,0.9102971410754992,3.1497952164365146,111,0,1,0_1,train,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,1,0_1_1,0.9555731509955058,0.8503324579596342,0.22553670946231696,0.2552160153066882,20,2045
0.1537396575831326,0.106337304026042,0.3634398068294798,0.0954561991028386,0.0207501188713476,0.2923521965070527,0.2926444529921683,0.0148348621740969,0.7268796136589596,0.0679012474182186,0.2180171764238245,0.021767490724171,0.4166666666666667,0.8462603424168673,2.6626303287925914,115,1,2,1_2,test,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,0,1_2_0,0.9670919121995746,0.8471292282825718,0.28291012667969895,0.24032264072713597,20,2045
0.1195224385653026,0.0961890608438949,0.3299794278977979,0.0498042918893474,0.0137468505191548,-0.3249745407427656,0.1227705609021099,0.1162743162284953,0.33098175059518,0.4258915502163828,0.0869880440355646,0.1456320853481654,0.5208333333333334,0.8804775614346974,2.6010880934560454,116,0,0,0_0,train,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,0,0_0_0,0.9569024305028403,0.8436360264791047,0.2571259921164173,0.22161015545230764,20,2045
0.1125545617065306,0.0977410909019215,0.3274179719991561,0.1250518950194109,0.0188404208481491,0.0991099234614494,0.1822479758817333,0.0428611475313278,0.6369205106466411,0.3047979196607904,0.1853688273862973,0.0830959784626271,0.4479166666666667,0.8874454382934694,3.211514152300589,125,1,1,1_1,test,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,1,1_1_1,0.9552527095412219,0.8448943157510895,0.2424684045449899,0.26144729543359857,20,2045
0.0924258895208498,0.0841218089704824,0.2898696608348367,0.0816267502466074,0.0158092591957336,0.1443519553305235,0.1819343465616104,0.0029174324800893,0.5797393216696733,0.0292124221004217,0.1691115676535416,0.007001296309759,0.5625,0.9075741104791502,3.0605961322216504,129,1,2,1_2,train,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,1,1_2_1,0.9474721439876537,0.8413524646287381,0.21733892724490123,0.24073348493280358,20,2045
0.1612838292097369,0.1290200648558863,0.4389365888770787,0.127820692841361,0.0266937217857509,0.0174009180977267,0.3105614210302866,0.0120062373891872,0.8778731777541575,0.0838111219000095,0.2573950061921667,0.0232560220485668,0.4270833333333333,0.8387161707902631,2.871036535538074,143,2,2,2_2,test,0.7072497888210673,0.086505875684668,2.137990735364954e-16,0.2062443354942645,0,2_2_0,0.9761504247296553,0.8531892841897301,0.29054864440914246,0.2601269657284855,20,2045
