round,stability_score,adaptation_score,update_time
1,11.874587525669178,0.07778405297252153,0.27157392547017445
2,11.811099311856708,0.07723390485579969,0.4559652662860618
3,12.01611813807822,0.07493076671214609,0.38690736045739405
4,11.907545867125375,0.07943638114049549,0.3482002108432192
5,11.91510366949766,0.07258811477958912,0.3419669337238605
