case_name,scenario_count,convergence_rate,mean_objective_eur,std_objective_eur,mean_solve_time_s,mean_power_balance_residual_mw,max_line_violation_pct,max_voltage_violation_pu
case118,18,1.0,117595.30368458519,2979.473267942574,0.3514327055557563,2.6031350664368347e-05,0.0,0.0
case30,18,1.0,514.8563632308741,10.323374290761944,0.1490314500003175,1.5741771159927254e-06,0.0,0.0
